CustomerName,CustomerID.1,Region,SignupDate,TransactionID,TransactionDate,ProductID,ProductName,Category,Price,TotalValue
William Adams,C0156,North America,2023-08-19,T00775,2024-10-05 06:56:28,P059,SoundWave Jeans,Clothing,303.2,303.2
William Adams,C0156,North America,2023-08-19,T00565,2024-12-15 00:35:54,P007,SoundWave Cookbook,Books,420.15,840.3
Miguel Wong,C0157,North America,2024-01-30,T00738,2024-03-19 16:14:11,P013,BookWorld Smartwatch,Electronics,114.2,342.6
Miguel Wong,C0157,North America,2024-01-30,T00590,2024-05-04 20:38:52,P051,ComfortLiving Desk Lamp,Home Decor,65.16,130.32
Miguel Wong,C0157,North America,2024-01-30,T00737,2024-05-19 06:37:56,P021,SoundWave Rug,Home Decor,335.84,335.84
Miguel Wong,C0157,North America,2024-01-30,T00220,2024-06-21 15:09:45,P090,ComfortLiving Biography,Books,165.3,165.3
Miguel Wong,C0157,North America,2024-01-30,T00564,2024-12-07 17:57:40,P067,ComfortLiving Bluetooth Speaker,Electronics,300.68,902.04
Jodi Cook,C0160,North America,2022-04-05,T00199,2024-01-07 09:51:12,P068,TechPro Novel,Books,447.23,447.23
Jodi Cook,C0160,North America,2022-04-05,T00728,2024-02-08 22:57:38,P038,TechPro Vase,Home Decor,147.22,147.22
Jodi Cook,C0160,North America,2022-04-05,T00907,2024-02-15 17:18:56,P043,SoundWave Novel,Books,404.4,1617.6
Jodi Cook,C0160,North America,2022-04-05,T00522,2024-03-03 09:40:08,P078,HomeSense Rug,Home Decor,41.18,164.72
Jodi Cook,C0160,North America,2022-04-05,T00300,2024-08-16 08:44:30,P022,HomeSense Wall Art,Home Decor,137.54,550.16
Nicole Booth,C0176,North America,2022-03-23,T00890,2024-02-02 14:46:36,P071,TechPro T-Shirt,Clothing,127.36,509.44
Nicole Booth,C0176,North America,2022-03-23,T00037,2024-03-09 04:58:40,P087,TechPro Running Shoes,Clothing,290.17,1160.68
Nicole Booth,C0176,North America,2022-03-23,T00234,2024-07-07 23:53:12,P090,ComfortLiving Biography,Books,165.3,661.2
Kimberly Johnson,C0183,North America,2024-01-23,T00512,2024-01-08 13:41:10,P081,HomeSense Sweater,Clothing,66.32,66.32
Kimberly Johnson,C0183,North America,2024-01-23,T00013,2024-03-04 22:09:57,P057,ActiveWear Smartphone,Electronics,239.7,958.8
Kimberly Johnson,C0183,North America,2024-01-23,T00364,2024-06-16 08:22:06,P062,HomeSense Novel,Books,374.16,748.32
Kimberly Johnson,C0183,North America,2024-01-23,T00594,2024-10-29 22:39:18,P083,ActiveWear Smartwatch,Electronics,455.72,1367.16
Kimberly Johnson,C0183,North America,2024-01-23,T00073,2024-11-13 14:33:38,P052,SoundWave Jacket,Clothing,354.81,709.62
Kathleen Logan,C0185,North America,2023-10-17,T00548,2024-01-06 22:00:35,P048,TechPro Cookbook,Books,416.4,1249.2
Kathleen Logan,C0185,North America,2023-10-17,T00763,2024-04-14 23:09:04,P021,SoundWave Rug,Home Decor,335.84,1007.52
Kathleen Logan,C0185,North America,2023-10-17,T00030,2024-08-20 05:30:54,P092,BookWorld Running Shoes,Clothing,389.2,1167.6
Sherri Dixon,C0189,North America,2024-01-22,T00996,2024-01-31 19:34:22,P056,SoundWave Smartwatch,Electronics,16.08,16.08
Sherri Dixon,C0189,North America,2024-01-22,T00092,2024-04-15 01:10:23,P081,HomeSense Sweater,Clothing,66.32,198.96
Sherri Dixon,C0189,North America,2024-01-22,T00095,2024-09-13 18:57:35,P093,TechPro Vase,Home Decor,304.94,609.88
Sherri Dixon,C0189,North America,2024-01-22,T00401,2024-11-11 16:53:21,P085,BookWorld Biography,Books,416.35,1249.05
Sherri Dixon,C0189,North America,2024-01-22,T00042,2024-12-21 02:16:46,P025,ActiveWear Cookware Set,Home Decor,284.62,569.24
Stacy Cook,C0194,North America,2024-05-04,T00010,2024-03-14 11:55:39,P053,TechPro Rug,Home Decor,274.94,274.94
Stacy Cook,C0194,North America,2024-05-04,T00414,2024-03-31 03:46:52,P022,HomeSense Wall Art,Home Decor,137.54,412.62
Stacy Cook,C0194,North America,2024-05-04,T00483,2024-05-08 22:54:06,P005,TechPro T-Shirt,Clothing,429.31,1287.93
Stacy Cook,C0194,North America,2024-05-04,T00858,2024-08-18 00:51:18,P012,ComfortLiving Headphones,Electronics,159.6,159.6
Stacy Cook,C0194,North America,2024-05-04,T00113,2024-08-26 15:16:49,P090,ComfortLiving Biography,Books,165.3,165.3
Stacy Cook,C0194,North America,2024-05-04,T00133,2024-09-26 23:48:07,P083,ActiveWear Smartwatch,Electronics,455.72,1367.16
Stacy Cook,C0194,North America,2024-05-04,T00448,2024-10-22 08:13:50,P069,BookWorld Biography,Books,100.81,201.62
