CustomerName,CustomerID.1,Region,SignupDate,TransactionID,TransactionDate,ProductID,ProductName,Category,Price,TotalValue
Justin Smith,C0153,South America,2022-03-20,T00167,2024-07-05 11:53:41,P016,ActiveWear Running Shoes,Clothing,330.05,990.15
Justin Smith,C0153,South America,2022-03-20,T00020,2024-07-16 22:33:47,P007,SoundWave Cookbook,Books,420.15,1680.6
Justin Smith,C0153,South America,2022-03-20,T00102,2024-07-20 16:04:49,P003,ComfortLiving Biography,Books,44.12,88.24
Justin Smith,C0153,South America,2022-03-20,T00681,2024-09-05 07:22:52,P058,ActiveWear Textbook,Books,157.62,630.48
Justin Smith,C0153,South America,2022-03-20,T00714,2024-09-11 11:58:00,P080,ActiveWear Jacket,Clothing,303.5,607.0
Michelle Brown,C0155,South America,2023-03-23,T00904,2024-01-17 03:47:03,P050,ActiveWear Smartwatch,Electronics,437.65,437.65
Michelle Brown,C0155,South America,2023-03-23,T00371,2024-05-15 23:20:02,P048,TechPro Cookbook,Books,416.4,1665.6
Michelle Brown,C0155,South America,2023-03-23,T00146,2024-07-24 07:11:44,P062,HomeSense Novel,Books,374.16,748.32
Michelle Brown,C0155,South America,2023-03-23,T00894,2024-09-12 09:37:09,P076,ActiveWear Jeans,Clothing,429.29,858.58
Michelle Brown,C0155,South America,2023-03-23,T00572,2024-09-21 21:57:20,P043,SoundWave Novel,Books,404.4,808.8
Michelle Brown,C0155,South America,2023-03-23,T00797,2024-10-04 20:42:53,P067,ComfortLiving Bluetooth Speaker,Electronics,300.68,601.36
Michelle Brown,C0155,South America,2023-03-23,T00253,2024-11-11 03:36:18,P026,SoundWave Bluetooth Speaker,Electronics,64.38,257.52
Wendy Browning,C0158,South America,2023-04-12,T00244,2024-01-04 14:19:41,P098,SoundWave Laptop,Electronics,299.93,299.93
Wendy Browning,C0158,South America,2023-04-12,T00457,2024-07-18 20:01:21,P021,SoundWave Rug,Home Decor,335.84,335.84
Wendy Browning,C0158,South America,2023-04-12,T00501,2024-09-04 16:19:42,P023,ActiveWear Cookware Set,Home Decor,454.53,1363.59
Wendy Browning,C0158,South America,2023-04-12,T00106,2024-09-12 09:25:47,P076,ActiveWear Jeans,Clothing,429.29,1717.16
Tiffany Cain,C0163,South America,2023-06-08,T00382,2024-03-01 16:19:14,P074,SoundWave Desk Lamp,Home Decor,295.58,1182.32
Tiffany Cain,C0163,South America,2023-06-08,T00223,2024-04-29 10:25:40,P074,SoundWave Desk Lamp,Home Decor,295.58,295.58
Tiffany Cain,C0163,South America,2023-06-08,T00422,2024-05-11 07:45:26,P061,HomeSense Desk Lamp,Home Decor,156.96,470.88
Tiffany Cain,C0163,South America,2023-06-08,T00680,2024-07-18 00:10:42,P029,TechPro Headphones,Electronics,433.64,1734.56
Tiffany Cain,C0163,South America,2023-06-08,T00915,2024-07-26 15:47:31,P028,HomeSense Desk Lamp,Home Decor,235.58,706.74
Tiffany Cain,C0163,South America,2023-06-08,T00159,2024-10-12 03:12:30,P002,ActiveWear Smartwatch,Electronics,346.3,1385.2
Juan Mcdaniel,C0165,South America,2022-04-09,T00213,2024-02-15 07:07:11,P029,TechPro Headphones,Electronics,433.64,1300.92
Juan Mcdaniel,C0165,South America,2022-04-09,T00711,2024-06-11 15:51:14,P044,ActiveWear Running Shoes,Clothing,18.82,75.28
Juan Mcdaniel,C0165,South America,2022-04-09,T00672,2024-07-28 00:09:49,P044,ActiveWear Running Shoes,Clothing,18.82,75.28
Juan Mcdaniel,C0165,South America,2022-04-09,T00587,2024-08-09 08:58:30,P086,SoundWave Novel,Books,440.7,1762.8
Juan Mcdaniel,C0165,South America,2022-04-09,T00210,2024-08-15 15:59:47,P054,SoundWave Cookbook,Books,57.3,114.6
Juan Mcdaniel,C0165,South America,2022-04-09,T00988,2024-09-06 06:43:42,P052,SoundWave Jacket,Clothing,354.81,1419.24
Juan Mcdaniel,C0165,South America,2022-04-09,T00878,2024-09-24 21:15:21,P044,ActiveWear Running Shoes,Clothing,18.82,56.46
Juan Mcdaniel,C0165,South America,2022-04-09,T00327,2024-11-27 10:42:19,P054,SoundWave Cookbook,Books,57.3,114.6
Juan Mcdaniel,C0165,South America,2022-04-09,T00287,2024-12-26 06:46:12,P068,TechPro Novel,Books,447.23,1788.92
Karen Clements MD,C0168,South America,2022-12-13,T00034,2024-01-09 11:00:50,P041,ComfortLiving Smartphone,Electronics,456.28,1825.12
Karen Clements MD,C0168,South America,2022-12-13,T00474,2024-04-01 14:59:11,P097,BookWorld Cookbook,Books,319.34,319.34
Karen Clements MD,C0168,South America,2022-12-13,T00086,2024-07-14 14:57:44,P039,TechPro Smartwatch,Electronics,430.59,1291.77
Karen Clements MD,C0168,South America,2022-12-13,T00121,2024-10-23 06:09:51,P043,SoundWave Novel,Books,404.4,1617.6
Jennifer Shaw,C0169,South America,2023-04-13,T00949,2024-02-16 14:52:24,P056,SoundWave Smartwatch,Electronics,16.08,64.32
Jennifer Shaw,C0169,South America,2023-04-13,T00415,2024-03-13 06:04:36,P011,SoundWave Desk Lamp,Home Decor,261.2,1044.8
Jennifer Shaw,C0169,South America,2023-04-13,T00826,2024-07-20 11:22:47,P003,ComfortLiving Biography,Books,44.12,88.24
Jennifer Shaw,C0169,South America,2023-04-13,T00157,2024-11-09 09:07:36,P044,ActiveWear Running Shoes,Clothing,18.82,37.64
Jennifer Shaw,C0169,South America,2023-04-13,T00558,2024-11-29 23:39:00,P017,ActiveWear Textbook,Books,469.77,1879.08
Jennifer Shaw,C0169,South America,2023-04-13,T00351,2024-12-03 17:26:43,P052,SoundWave Jacket,Clothing,354.81,1419.24
Michael Cowan,C0171,South America,2022-12-16,T00691,2024-01-13 11:31:31,P086,SoundWave Novel,Books,440.7,1322.1
Michael Cowan,C0171,South America,2022-12-16,T00884,2024-01-28 18:40:51,P054,SoundWave Cookbook,Books,57.3,171.9
Michael Cowan,C0171,South America,2022-12-16,T00406,2024-02-18 00:12:39,P040,SoundWave Mystery Book,Books,153.19,306.38
Michael Cowan,C0171,South America,2022-12-16,T00224,2024-07-06 23:53:24,P017,ActiveWear Textbook,Books,469.77,1879.08
Michael Cowan,C0171,South America,2022-12-16,T00867,2024-10-23 16:23:33,P032,BookWorld Cookbook,Books,488.63,1465.89
Tracy Steele,C0174,South America,2022-11-03,T00104,2024-01-12 03:22:30,P063,TechPro Novel,Books,33.59,100.77
Tracy Steele,C0174,South America,2022-11-03,T00254,2024-06-30 15:44:26,P043,SoundWave Novel,Books,404.4,808.8
Tracy Steele,C0174,South America,2022-11-03,T00786,2024-08-07 22:11:19,P048,TechPro Cookbook,Books,416.4,1665.6
Tracy Steele,C0174,South America,2022-11-03,T00454,2024-11-10 08:32:31,P056,SoundWave Smartwatch,Electronics,16.08,32.16
Tracy Steele,C0174,South America,2022-11-03,T00304,2024-12-12 13:59:40,P025,ActiveWear Cookware Set,Home Decor,284.62,284.62
Alexander Barker,C0181,South America,2023-11-16,T00502,2024-04-12 14:44:42,P045,SoundWave T-Shirt,Clothing,481.78,481.78
Alexander Barker,C0181,South America,2023-11-16,T00706,2024-07-01 00:11:31,P002,ActiveWear Smartwatch,Electronics,346.3,1038.9
Alexander Barker,C0181,South America,2023-11-16,T00181,2024-07-21 03:18:31,P006,ActiveWear Rug,Home Decor,121.32,485.28
Alexander Barker,C0181,South America,2023-11-16,T00926,2024-08-16 02:29:10,P054,SoundWave Cookbook,Books,57.3,171.9
Alexander Barker,C0181,South America,2023-11-16,T00770,2024-09-16 21:24:16,P050,ActiveWear Smartwatch,Electronics,437.65,875.3
Alexander Barker,C0181,South America,2023-11-16,T00374,2024-12-27 17:31:24,P038,TechPro Vase,Home Decor,147.22,294.44
Tina Jacobs,C0184,South America,2022-05-13,T00418,2024-01-03 02:43:36,P077,ActiveWear Smartwatch,Electronics,265.51,531.02
Tina Jacobs,C0184,South America,2022-05-13,T00236,2024-02-25 14:08:11,P041,ComfortLiving Smartphone,Electronics,456.28,456.28
Tina Jacobs,C0184,South America,2022-05-13,T00349,2024-04-18 14:56:50,P023,ActiveWear Cookware Set,Home Decor,454.53,454.53
Tina Jacobs,C0184,South America,2022-05-13,T00485,2024-05-13 14:33:44,P087,TechPro Running Shoes,Clothing,290.17,290.17
Tina Jacobs,C0184,South America,2022-05-13,T00831,2024-05-19 18:25:44,P083,ActiveWear Smartwatch,Electronics,455.72,911.44
Tina Jacobs,C0184,South America,2022-05-13,T00208,2024-08-14 02:02:56,P087,TechPro Running Shoes,Clothing,290.17,290.17
Tina Jacobs,C0184,South America,2022-05-13,T00637,2024-09-08 08:52:51,P040,SoundWave Mystery Book,Books,153.19,459.57
Kayla Kelly,C0187,South America,2024-08-02,T00833,2024-01-09 11:36:08,P068,TechPro Novel,Books,447.23,1341.69
Kayla Kelly,C0187,South America,2024-08-02,T00708,2024-02-12 17:27:50,P094,HomeSense Cookware Set,Home Decor,447.34,894.68
Kayla Kelly,C0187,South America,2024-08-02,T00870,2024-05-02 14:16:38,P018,ComfortLiving Mystery Book,Books,436.89,1747.56
Kayla Kelly,C0187,South America,2024-08-02,T00397,2024-07-04 05:29:36,P009,BookWorld Wall Art,Home Decor,325.01,325.01
Kayla Kelly,C0187,South America,2024-08-02,T00247,2024-10-12 08:20:33,P080,ActiveWear Jacket,Clothing,303.5,303.5
Anna Ball,C0188,South America,2022-05-17,T00221,2024-02-28 14:14:44,P062,HomeSense Novel,Books,374.16,1496.64
Anna Ball,C0188,South America,2022-05-17,T00184,2024-05-13 07:24:49,P057,ActiveWear Smartphone,Electronics,239.7,479.4
Anna Ball,C0188,South America,2022-05-17,T00464,2024-05-16 11:23:37,P046,BookWorld Sweater,Clothing,366.07,732.14
Anna Ball,C0188,South America,2022-05-17,T00694,2024-06-30 08:52:10,P076,ActiveWear Jeans,Clothing,429.29,1717.16
Anna Ball,C0188,South America,2022-05-17,T00782,2024-08-27 05:49:59,P075,TechPro Textbook,Books,497.76,1493.28
Anna Ball,C0188,South America,2022-05-17,T00481,2024-08-30 20:51:44,P022,HomeSense Wall Art,Home Decor,137.54,412.62
Anna Ball,C0188,South America,2022-05-17,T00962,2024-11-29 19:49:24,P057,ActiveWear Smartphone,Electronics,239.7,479.4
Anna Ball,C0188,South America,2022-05-17,T00442,2024-12-26 14:40:03,P067,ComfortLiving Bluetooth Speaker,Electronics,300.68,300.68
Alexander Lowe,C0190,South America,2024-05-31,T00368,2024-05-16 09:05:38,P016,ActiveWear Running Shoes,Clothing,330.05,1320.2
Alexander Lowe,C0190,South America,2024-05-31,T00808,2024-07-06 00:13:42,P054,SoundWave Cookbook,Books,57.3,229.2
Alexander Lowe,C0190,South America,2024-05-31,T00046,2024-07-28 06:29:59,P057,ActiveWear Smartphone,Electronics,239.7,958.8
Alexander Lowe,C0190,South America,2024-05-31,T00515,2024-12-14 00:46:19,P078,HomeSense Rug,Home Decor,41.18,41.18
Alexander Lowe,C0190,South America,2024-05-31,T00835,2024-12-16 09:49:40,P029,TechPro Headphones,Electronics,433.64,433.64
Samantha Gibson DVM,C0191,South America,2024-04-07,T00313,2024-04-23 06:38:57,P083,ActiveWear Smartwatch,Electronics,455.72,455.72
Samantha Gibson DVM,C0191,South America,2024-04-07,T00995,2024-06-04 06:32:15,P040,SoundWave Mystery Book,Books,153.19,612.76
Samantha Gibson DVM,C0191,South America,2024-04-07,T00533,2024-07-12 10:33:55,P062,HomeSense Novel,Books,374.16,1496.64
Samantha Gibson DVM,C0191,South America,2024-04-07,T00130,2024-08-15 13:06:00,P088,SoundWave Headphones,Electronics,263.55,263.55
Samantha Gibson DVM,C0191,South America,2024-04-07,T00449,2024-12-12 12:17:38,P001,ActiveWear Biography,Books,169.3,169.3
Sarah Arias,C0192,South America,2022-09-15,T00056,2024-02-07 14:37:55,P016,ActiveWear Running Shoes,Clothing,330.05,330.05
Sarah Arias,C0192,South America,2022-09-15,T00077,2024-06-15 17:12:53,P063,TechPro Novel,Books,33.59,100.77
Sarah Arias,C0192,South America,2022-09-15,T00372,2024-07-22 10:55:09,P010,ComfortLiving Smartwatch,Electronics,350.13,350.13
Sarah Arias,C0192,South America,2022-09-15,T00256,2024-07-30 12:47:07,P039,TechPro Smartwatch,Electronics,430.59,1291.77
Jeremy Mclaughlin,C0195,South America,2024-09-17,T00736,2024-03-05 10:46:53,P028,HomeSense Desk Lamp,Home Decor,235.58,942.32
Jeremy Mclaughlin,C0195,South America,2024-09-17,T00189,2024-04-05 04:56:24,P033,TechPro T-Shirt,Clothing,64.25,128.5
Jeremy Mclaughlin,C0195,South America,2024-09-17,T00897,2024-04-30 14:23:08,P047,ComfortLiving Cookware Set,Home Decor,159.33,477.99
Jeremy Mclaughlin,C0195,South America,2024-09-17,T00188,2024-05-21 03:08:56,P059,SoundWave Jeans,Clothing,303.2,909.6
Jeremy Mclaughlin,C0195,South America,2024-09-17,T00990,2024-08-18 21:30:57,P084,ActiveWear Wall Art,Home Decor,337.91,675.82
Jeremy Mclaughlin,C0195,South America,2024-09-17,T00490,2024-11-24 11:49:48,P067,ComfortLiving Bluetooth Speaker,Electronics,300.68,902.04
