,CustomerName,CustomerID.1,Region,SignupDate,TransactionID,TransactionDate,ProductID,ProductName,Category,Price,TotalValue
115,Sandy Short MD,C0043,Asia,2023-02-05,T00723,2024-06-12 01:39:05,P062,HomeSense Novel,Books,374.16,748.32
259,Sandy Short MD,C0043,Asia,2023-02-05,T00856,2024-09-19 14:24:09,P051,ComfortLiving Desk Lamp,Home Decor,65.16,130.32
971,Kenneth Alexander,C0044,Europe,2024-07-10,T00307,2024-05-30 18:15:28,P045,SoundWave T-Shirt,Clothing,481.78,1927.12
553,Kenneth Alexander,C0044,Europe,2024-07-10,T00666,2024-06-27 12:03:16,P096,SoundWave Headphones,Electronics,307.47,307.47
878,Kenneth Alexander,C0044,Europe,2024-07-10,T00876,2024-10-22 02:45:04,P075,TechPro Textbook,Books,497.76,995.52
885,Michael Williams,C0045,Asia,2022-02-25,T00767,2024-02-29 03:49:04,P005,TechPro T-Shirt,Clothing,429.31,1287.93
550,Michael Williams,C0045,Asia,2022-02-25,T00467,2024-03-16 04:08:29,P096,SoundWave Headphones,Electronics,307.47,922.41
323,Michael Williams,C0045,Asia,2022-02-25,T00097,2024-06-08 14:47:32,P013,BookWorld Smartwatch,Electronics,114.2,456.8
495,Michael Williams,C0045,Asia,2022-02-25,T00250,2024-07-14 11:42:29,P074,SoundWave Desk Lamp,Home Decor,295.58,1182.32
636,Michael Williams,C0045,Asia,2022-02-25,T00084,2024-08-02 13:45:45,P015,HomeSense Headphones,Electronics,158.93,635.72
650,Michael Williams,C0045,Asia,2022-02-25,T00732,2024-08-13 10:42:48,P001,ActiveWear Biography,Books,169.3,338.6
455,Michael Williams,C0045,Asia,2022-02-25,T00162,2024-08-26 13:10:31,P072,ActiveWear Headphones,Electronics,399.34,1198.02
366,Beth Cardenas,C0046,North America,2024-10-23,T00810,2024-01-06 13:22:36,P030,ActiveWear Cookbook,Books,277.86,277.86
252,Beth Cardenas,C0046,North America,2024-10-23,T00044,2024-03-09 09:06:10,P051,ComfortLiving Desk Lamp,Home Decor,65.16,195.48
625,Beth Cardenas,C0046,North America,2024-10-23,T00083,2024-04-08 10:34:10,P066,SoundWave Textbook,Books,337.22,1348.88
833,Beth Cardenas,C0046,North America,2024-10-23,T00983,2024-04-30 08:50:38,P020,ActiveWear Jacket,Clothing,396.34,1585.36
727,Beth Cardenas,C0046,North America,2024-10-23,T00670,2024-08-03 21:42:27,P083,ActiveWear Smartwatch,Electronics,455.72,911.44
274,Beth Cardenas,C0046,North America,2024-10-23,T00352,2024-09-09 04:31:40,P047,ComfortLiving Cookware Set,Home Decor,159.33,318.66
426,Beth Cardenas,C0046,North America,2024-10-23,T00802,2024-09-25 01:45:49,P016,ActiveWear Running Shoes,Clothing,330.05,990.15
185,Samantha Frank,C0047,North America,2024-03-22,T00421,2024-01-04 07:47:38,P007,SoundWave Cookbook,Books,420.15,420.15
484,Samantha Frank,C0047,North America,2024-03-22,T00344,2024-01-17 10:01:00,P042,ActiveWear Headphones,Electronics,379.44,1138.32
860,Samantha Frank,C0047,North America,2024-03-22,T00622,2024-02-22 21:46:45,P082,ComfortLiving Rug,Home Decor,55.99,111.98
493,Samantha Frank,C0047,North America,2024-03-22,T00217,2024-02-28 06:05:22,P074,SoundWave Desk Lamp,Home Decor,295.58,295.58
342,Samantha Frank,C0047,North America,2024-03-22,T00667,2024-04-26 14:16:50,P058,ActiveWear Textbook,Books,157.62,315.24
926,Samantha Frank,C0047,North America,2024-03-22,T00964,2024-08-05 13:12:14,P079,ActiveWear Rug,Home Decor,417.37,417.37
146,Samantha Frank,C0047,North America,2024-03-22,T00784,2024-08-23 09:06:06,P054,SoundWave Cookbook,Books,57.3,171.9
917,Matthew Park,C0048,South America,2024-11-07,T00617,2024-01-14 03:22:21,P079,ActiveWear Rug,Home Decor,417.37,1252.11
166,Matthew Park,C0048,South America,2024-11-07,T00830,2024-01-28 09:13:22,P010,ComfortLiving Smartwatch,Electronics,350.13,700.26
410,Matthew Park,C0048,South America,2024-11-07,T00198,2024-09-17 07:53:30,P039,TechPro Smartwatch,Electronics,430.59,430.59
595,Matthew Park,C0048,South America,2024-11-07,T00383,2024-11-22 19:56:10,P065,BookWorld Sweater,Clothing,427.61,855.22
171,Matthew Park,C0048,South America,2024-11-07,T00359,2024-12-04 20:50:51,P040,SoundWave Mystery Book,Books,153.19,612.76
954,Jason Yates,C0049,North America,2024-09-18,T00777,2024-01-14 04:59:39,P071,TechPro T-Shirt,Clothing,127.36,254.72
593,Jason Yates,C0049,North America,2024-09-18,T00288,2024-01-22 14:14:26,P065,BookWorld Sweater,Clothing,427.61,427.61
522,Jason Yates,C0049,North America,2024-09-18,T00065,2024-02-01 19:05:13,P081,HomeSense Sweater,Clothing,66.32,66.32
380,Jason Yates,C0049,North America,2024-09-18,T00043,2024-03-02 16:59:31,P027,SoundWave Headphones,Electronics,229.06,916.24
846,Jason Yates,C0049,North America,2024-09-18,T00165,2024-03-18 04:33:39,P056,SoundWave Smartwatch,Electronics,16.08,64.32
335,Jason Yates,C0049,North America,2024-09-18,T00227,2024-04-25 18:50:36,P058,ActiveWear Textbook,Books,157.62,315.24
668,Jason Yates,C0049,North America,2024-09-18,T00661,2024-05-25 20:16:42,P073,ComfortLiving Laptop,Electronics,26.99,53.98
20,Jason Yates,C0049,North America,2024-09-18,T00546,2024-08-30 06:42:27,P034,HomeSense T-Shirt,Clothing,217.05,217.05
512,Ryan Davis,C0050,North America,2024-03-02,T00821,2024-04-04 14:19:01,P032,BookWorld Cookbook,Books,488.63,977.26
774,Ryan Davis,C0050,North America,2024-03-02,T00258,2024-04-25 03:49:28,P029,TechPro Headphones,Electronics,433.64,1300.92
621,Ryan Davis,C0050,North America,2024-03-02,T00556,2024-11-17 17:56:48,P088,SoundWave Headphones,Electronics,263.55,790.65
671,Nicholas Ellis,C0051,Europe,2023-12-21,T00134,2024-01-03 04:06:49,P006,ActiveWear Rug,Home Decor,121.32,242.64
10,Nicholas Ellis,C0051,Europe,2023-12-21,T00727,2024-01-20 04:52:14,P067,ComfortLiving Bluetooth Speaker,Electronics,300.68,902.04
720,Nicholas Ellis,C0051,Europe,2023-12-21,T00138,2024-04-26 22:10:35,P083,ActiveWear Smartwatch,Electronics,455.72,1822.88
958,Nicholas Ellis,C0051,Europe,2023-12-21,T00302,2024-07-23 12:30:30,P098,SoundWave Laptop,Electronics,299.93,299.93
943,Nicholas Ellis,C0051,Europe,2023-12-21,T00257,2024-08-10 00:39:50,P091,HomeSense Rug,Home Decor,222.95,222.95
560,Nicholas Ellis,C0051,Europe,2023-12-21,T00070,2024-12-11 13:46:30,P017,ActiveWear Textbook,Books,469.77,1879.08
423,Nicholas Ellis,C0051,Europe,2023-12-21,T00579,2024-12-16 17:36:31,P016,ActiveWear Running Shoes,Clothing,330.05,330.05
221,Stanley Aguirre,C0052,South America,2024-02-20,T00791,2024-01-09 13:32:17,P061,HomeSense Desk Lamp,Home Decor,156.96,313.92
893,Stanley Aguirre,C0052,South America,2024-02-20,T00520,2024-04-20 08:12:59,P028,HomeSense Desk Lamp,Home Decor,235.58,235.58
716,Stanley Aguirre,C0052,South America,2024-02-20,T00779,2024-08-29 18:52:57,P018,ComfortLiving Mystery Book,Books,436.89,1310.67
212,Stanley Aguirre,C0052,South America,2024-02-20,T00361,2024-09-01 11:18:51,P061,HomeSense Desk Lamp,Home Decor,156.96,627.84
530,Albert Burke,C0053,Europe,2022-06-18,T00668,2024-01-21 08:08:41,P081,HomeSense Sweater,Clothing,66.32,132.64
58,Albert Burke,C0053,Europe,2022-06-18,T00497,2024-06-21 02:02:45,P087,TechPro Running Shoes,Clothing,290.17,1160.68
68,Albert Burke,C0053,Europe,2022-06-18,T00293,2024-07-11 15:32:56,P053,TechPro Rug,Home Decor,274.94,824.82
929,Albert Burke,C0053,Europe,2022-06-18,T00528,2024-08-28 04:01:48,P024,SoundWave Cookbook,Books,338.66,1354.64
679,Albert Burke,C0053,Europe,2022-06-18,T00506,2024-09-18 23:31:26,P006,ActiveWear Rug,Home Decor,121.32,121.32
418,Albert Burke,C0053,Europe,2022-06-18,T00665,2024-11-01 12:16:45,P039,TechPro Smartwatch,Electronics,430.59,1722.36
734,Bruce Rhodes,C0054,Asia,2024-09-29,T00342,2024-01-24 16:03:16,P043,SoundWave Novel,Books,404.4,1213.2
697,Bruce Rhodes,C0054,Asia,2024-09-29,T00636,2024-01-28 04:32:55,P064,HomeSense Running Shoes,Clothing,452.42,1357.26
976,Bruce Rhodes,C0054,Asia,2024-09-29,T00663,2024-04-23 11:07:18,P045,SoundWave T-Shirt,Clothing,481.78,1445.34
491,Bruce Rhodes,C0054,Asia,2024-09-29,T00060,2024-05-06 13:06:06,P074,SoundWave Desk Lamp,Home Decor,295.58,1182.32
666,Bruce Rhodes,C0054,Asia,2024-09-29,T00519,2024-06-02 10:00:57,P073,ComfortLiving Laptop,Electronics,26.99,53.98
961,Bruce Rhodes,C0054,Asia,2024-09-29,T00654,2024-07-07 12:28:18,P098,SoundWave Laptop,Electronics,299.93,1199.72
994,Bruce Rhodes,C0054,Asia,2024-09-29,T00408,2024-08-15 03:03:51,P037,SoundWave Smartwatch,Electronics,459.86,919.72
947,Bruce Rhodes,C0054,Asia,2024-09-29,T00793,2024-10-07 17:48:28,P091,HomeSense Rug,Home Decor,222.95,668.85
378,Lauren Williams,C0055,North America,2024-11-11,T00842,2024-01-24 06:58:00,P025,ActiveWear Cookware Set,Home Decor,284.62,1138.48
707,Lauren Williams,C0055,North America,2024-11-11,T00716,2024-04-02 02:03:25,P090,ComfortLiving Biography,Books,165.3,330.6
599,Lauren Williams,C0055,North America,2024-11-11,T00888,2024-05-24 09:36:07,P065,BookWorld Sweater,Clothing,427.61,855.22
27,Lauren Williams,C0055,North America,2024-11-11,T00161,2024-07-15 07:02:39,P057,ActiveWear Smartphone,Electronics,239.7,479.4
665,Lauren Williams,C0055,North America,2024-11-11,T00494,2024-10-01 04:39:43,P073,ComfortLiving Laptop,Electronics,26.99,53.98
598,Erika Fernandez,C0056,Asia,2024-04-12,T00585,2024-01-31 08:26:51,P065,BookWorld Sweater,Clothing,427.61,855.22
927,Erika Fernandez,C0056,Asia,2024-04-12,T00214,2024-02-18 05:49:59,P024,SoundWave Cookbook,Books,338.66,677.32
63,Erika Fernandez,C0056,Asia,2024-04-12,T00953,2024-03-07 21:09:48,P087,TechPro Running Shoes,Clothing,290.17,580.34
346,Erika Fernandez,C0056,Asia,2024-04-12,T00039,2024-10-16 01:04:33,P050,ActiveWear Smartwatch,Electronics,437.65,875.3
155,Erika Fernandez,C0056,Asia,2024-04-12,T00750,2024-12-25 21:16:21,P070,HomeSense T-Shirt,Clothing,48.69,194.76
796,Elizabeth Nguyen,C0057,Europe,2024-07-27,T00783,2024-01-18 16:04:46,P097,BookWorld Cookbook,Books,319.34,638.68
754,Elizabeth Nguyen,C0057,Europe,2024-07-27,T00200,2024-03-05 04:58:09,P033,TechPro T-Shirt,Clothing,64.25,192.75
865,Elizabeth Nguyen,C0057,Europe,2024-07-27,T00719,2024-04-07 14:32:58,P012,ComfortLiving Headphones,Electronics,159.6,159.6
264,Elizabeth Nguyen,C0057,Europe,2024-07-27,T00420,2024-07-31 21:34:31,P086,SoundWave Novel,Books,440.7,1762.8
935,Elizabeth Nguyen,C0057,Europe,2024-07-27,T00660,2024-09-23 16:46:01,P008,BookWorld Bluetooth Speaker,Electronics,146.85,440.55
902,Elizabeth Nguyen,C0057,Europe,2024-07-27,T00508,2024-12-18 11:46:16,P094,HomeSense Cookware Set,Home Decor,447.34,1342.02
831,Zachary Turner,C0058,North America,2024-01-28,T00933,2024-02-01 14:24:48,P020,ActiveWear Jacket,Clothing,396.34,396.34
906,Mrs. Kimberly Wright,C0059,North America,2024-04-07,T00733,2024-02-06 22:06:42,P094,HomeSense Cookware Set,Home Decor,447.34,447.34
898,Mrs. Kimberly Wright,C0059,North America,2024-04-07,T00851,2024-02-13 06:45:11,P028,HomeSense Desk Lamp,Home Decor,235.58,706.74
818,Mrs. Kimberly Wright,C0059,North America,2024-04-07,T00535,2024-03-12 21:51:40,P019,ComfortLiving Sweater,Clothing,385.37,1541.48
944,Mrs. Kimberly Wright,C0059,North America,2024-04-07,T00260,2024-03-23 08:29:57,P091,HomeSense Rug,Home Decor,222.95,891.8
996,Mrs. Kimberly Wright,C0059,North America,2024-04-07,T00759,2024-06-04 02:15:24,P037,SoundWave Smartwatch,Electronics,459.86,1379.58
548,Mrs. Kimberly Wright,C0059,North America,2024-04-07,T00279,2024-09-09 19:42:23,P096,SoundWave Headphones,Electronics,307.47,307.47
236,Mrs. Kimberly Wright,C0059,North America,2024-04-07,T00940,2024-09-14 15:29:16,P084,ActiveWear Wall Art,Home Decor,337.91,1351.64
281,Mrs. Kimberly Wright,C0059,North America,2024-04-07,T00071,2024-10-24 00:10:41,P068,TechPro Novel,Books,447.23,447.23
398,James Murphy,C0060,Europe,2022-04-22,T00592,2024-09-03 07:19:28,P078,HomeSense Rug,Home Decor,41.18,82.36
883,Brandon Escobar,C0061,Europe,2023-03-06,T00468,2024-02-23 05:08:16,P005,TechPro T-Shirt,Clothing,429.31,858.62
202,Brandon Escobar,C0061,Europe,2023-03-06,T00022,2024-08-19 08:16:57,P085,BookWorld Biography,Books,416.35,1249.05
748,Brandon Escobar,C0061,Europe,2023-03-06,T00799,2024-12-10 16:00:56,P035,ActiveWear T-Shirt,Clothing,30.59,30.59
474,Jeffery Hartman,C0062,Europe,2022-12-14,T00806,2024-01-04 21:05:07,P059,SoundWave Jeans,Clothing,303.2,606.4
460,Jeffery Hartman,C0062,Europe,2022-12-14,T00057,2024-07-03 07:10:58,P059,SoundWave Jeans,Clothing,303.2,909.6
393,Jeffery Hartman,C0062,Europe,2022-12-14,T00164,2024-07-10 08:49:17,P078,HomeSense Rug,Home Decor,41.18,123.54
793,Wayne Ferguson,C0063,Europe,2024-02-05,T00394,2024-03-25 13:47:30,P097,BookWorld Cookbook,Books,319.34,1277.36
87,Wayne Ferguson,C0063,Europe,2024-02-05,T00194,2024-09-28 06:07:52,P069,BookWorld Biography,Books,100.81,100.81
385,Martha Montgomery,C0064,Europe,2023-10-22,T00337,2024-01-07 16:11:55,P027,SoundWave Headphones,Electronics,229.06,916.24
45,Martha Montgomery,C0064,Europe,2023-10-22,T00563,2024-01-16 18:52:43,P049,TechPro Textbook,Books,147.95,147.95
712,Martha Montgomery,C0064,Europe,2023-10-22,T00411,2024-02-06 15:02:30,P018,ComfortLiving Mystery Book,Books,436.89,1747.56
377,Martha Montgomery,C0064,Europe,2023-10-22,T00832,2024-05-07 01:08:19,P025,ActiveWear Cookware Set,Home Decor,284.62,853.86
107,Martha Montgomery,C0064,Europe,2023-10-22,T00230,2024-12-06 16:22:54,P062,HomeSense Novel,Books,374.16,374.16
40,Gerald Hines,C0065,North America,2024-07-10,T00237,2024-02-27 22:16:22,P049,TechPro Textbook,Books,147.95,295.9
219,Gerald Hines,C0065,North America,2024-07-10,T00696,2024-03-05 18:21:47,P061,HomeSense Desk Lamp,Home Decor,156.96,470.88
855,Gerald Hines,C0065,North America,2024-07-10,T00215,2024-03-18 06:01:51,P082,ComfortLiving Rug,Home Decor,55.99,167.97
784,Gerald Hines,C0065,North America,2024-07-10,T00776,2024-04-22 01:00:36,P029,TechPro Headphones,Electronics,433.64,1734.56
509,Gerald Hines,C0065,North America,2024-07-10,T00499,2024-07-18 02:51:22,P032,BookWorld Cookbook,Books,488.63,1954.52
429,Gerald Hines,C0065,North America,2024-07-10,T00160,2024-07-29 06:59:14,P022,HomeSense Wall Art,Home Decor,137.54,412.62
919,Gerald Hines,C0065,North America,2024-07-10,T00656,2024-09-13 08:28:58,P079,ActiveWear Rug,Home Decor,417.37,417.37
69,Gerald Hines,C0065,North America,2024-07-10,T00568,2024-09-18 05:00:38,P053,TechPro Rug,Home Decor,274.94,274.94
877,Gerald Hines,C0065,North America,2024-07-10,T00866,2024-12-10 01:50:20,P075,TechPro Textbook,Books,497.76,1493.28
194,Gerald Hines,C0065,North America,2024-07-10,T00432,2024-12-13 21:18:19,P038,TechPro Vase,Home Decor,147.22,441.66
801,Catherine White,C0066,Europe,2024-11-15,T00473,2024-03-13 04:00:25,P080,ActiveWear Jacket,Clothing,303.5,607.0
125,Catherine White,C0066,Europe,2024-11-15,T00482,2024-06-04 02:02:24,P041,ComfortLiving Smartphone,Electronics,456.28,1825.12
730,Catherine White,C0066,Europe,2024-11-15,T00887,2024-08-28 20:52:33,P083,ActiveWear Smartwatch,Electronics,455.72,1367.16
993,Carl Gonzalez,C0067,North America,2023-07-06,T00396,2024-04-14 14:12:54,P037,SoundWave Smartwatch,Electronics,459.86,919.72
839,Carl Gonzalez,C0067,North America,2023-07-06,T00248,2024-05-03 21:36:31,P002,ActiveWear Smartwatch,Electronics,346.3,1385.2
830,Carl Gonzalez,C0067,North America,2023-07-06,T00911,2024-06-14 21:37:11,P020,ActiveWear Jacket,Clothing,396.34,1189.02
395,Carl Gonzalez,C0067,North America,2023-07-06,T00431,2024-08-15 00:55:59,P078,HomeSense Rug,Home Decor,41.18,123.54
83,Carl Gonzalez,C0067,North America,2023-07-06,T00008,2024-10-17 00:45:17,P069,BookWorld Biography,Books,100.81,100.81
315,Carl Gonzalez,C0067,North America,2023-07-06,T00407,2024-10-17 02:10:15,P036,BookWorld Jacket,Clothing,372.55,372.55
584,Mark Cox,C0068,North America,2023-04-04,T00950,2024-02-28 16:08:32,P048,TechPro Cookbook,Books,416.4,1665.6
840,Mark Cox,C0068,North America,2023-04-04,T00285,2024-04-02 02:23:50,P002,ActiveWear Smartwatch,Electronics,346.3,1038.9
42,Mark Cox,C0068,North America,2023-04-04,T00310,2024-05-18 05:03:08,P049,TechPro Textbook,Books,147.95,295.9
637,Mark Cox,C0068,North America,2023-04-04,T00114,2024-05-28 18:07:55,P015,HomeSense Headphones,Electronics,158.93,158.93
93,Mark Cox,C0068,North America,2023-04-04,T00828,2024-06-04 21:07:05,P069,BookWorld Biography,Books,100.81,403.24
624,Mark Cox,C0068,North America,2023-04-04,T00985,2024-07-30 21:37:27,P088,SoundWave Headphones,Electronics,263.55,527.1
615,Mark Cox,C0068,North America,2023-04-04,T00773,2024-12-08 14:38:23,P089,HomeSense Bluetooth Speaker,Electronics,220.91,662.73
458,Mark Cox,C0068,North America,2023-04-04,T00929,2024-12-24 23:45:11,P072,ActiveWear Headphones,Electronics,399.34,1198.02
859,Stacy Foster,C0069,Europe,2023-12-03,T00398,2024-03-14 17:22:52,P082,ComfortLiving Rug,Home Decor,55.99,55.99
328,Stacy Foster,C0069,Europe,2023-12-03,T00560,2024-05-09 09:15:59,P013,BookWorld Smartwatch,Electronics,114.2,342.6
121,Stacy Foster,C0069,Europe,2023-12-03,T00231,2024-08-27 19:54:49,P041,ComfortLiving Smartphone,Electronics,456.28,912.56
159,Stacy Foster,C0069,Europe,2023-12-03,T00243,2024-08-31 00:38:43,P010,ComfortLiving Smartwatch,Electronics,350.13,700.26
775,Stacy Foster,C0069,Europe,2023-12-03,T00286,2024-12-09 14:58:44,P029,TechPro Headphones,Electronics,433.64,867.28
810,Timothy Perez,C0070,Europe,2022-03-15,T00825,2024-02-08 14:20:05,P099,SoundWave Mystery Book,Books,354.29,354.29
4,Timothy Perez,C0070,Europe,2022-03-15,T00363,2024-03-21 15:10:10,P067,ComfortLiving Bluetooth Speaker,Electronics,300.68,902.04
792,Timothy Perez,C0070,Europe,2022-03-15,T00354,2024-05-15 00:22:27,P097,BookWorld Cookbook,Books,319.34,1277.36
48,Timothy Perez,C0070,Europe,2022-03-15,T00650,2024-10-07 14:56:13,P049,TechPro Textbook,Books,147.95,591.8
176,Taylor Murphy,C0071,South America,2022-07-01,T00910,2024-05-22 03:47:06,P040,SoundWave Mystery Book,Books,153.19,153.19
646,Taylor Murphy,C0071,South America,2022-07-01,T00428,2024-08-02 08:13:23,P001,ActiveWear Biography,Books,169.3,338.6
101,Taylor Murphy,C0071,South America,2022-07-01,T00965,2024-08-23 15:53:27,P095,BookWorld Cookware Set,Home Decor,227.26,909.04
409,Sarah Scott,C0072,North America,2024-07-24,T00090,2024-03-10 16:04:33,P039,TechPro Smartwatch,Electronics,430.59,1722.36
933,Sarah Scott,C0072,North America,2024-07-24,T00385,2024-03-16 16:23:59,P008,BookWorld Bluetooth Speaker,Electronics,146.85,293.7
151,Sarah Scott,C0072,North America,2024-07-24,T00016,2024-07-05 23:04:17,P070,HomeSense T-Shirt,Clothing,48.69,97.38
620,Sarah Scott,C0072,North America,2024-07-24,T00461,2024-09-17 03:59:29,P088,SoundWave Headphones,Electronics,263.55,263.55
130,Sarah Scott,C0072,North America,2024-07-24,T00392,2024-11-02 20:33:22,P060,HomeSense T-Shirt,Clothing,155.65,622.6
945,Heidi Johnson,C0073,Europe,2022-08-20,T00384,2024-02-04 15:35:27,P091,HomeSense Rug,Home Decor,222.95,891.8
561,Heidi Johnson,C0073,Europe,2022-08-20,T00180,2024-03-11 15:12:50,P017,ActiveWear Textbook,Books,469.77,939.54
144,Heidi Johnson,C0073,Europe,2022-08-20,T00634,2024-03-20 02:37:13,P054,SoundWave Cookbook,Books,57.3,229.2
809,Jonathan Russo,C0074,Europe,2022-05-27,T00669,2024-01-03 16:57:09,P099,SoundWave Mystery Book,Books,354.29,1417.16
887,Jonathan Russo,C0074,Europe,2022-05-27,T00879,2024-01-20 17:46:34,P005,TechPro T-Shirt,Clothing,429.31,1287.93
164,Jonathan Russo,C0074,Europe,2022-05-27,T00516,2024-07-29 06:11:19,P010,ComfortLiving Smartwatch,Electronics,350.13,350.13
607,Misty Higgins,C0075,Europe,2023-05-01,T00459,2024-01-17 01:36:03,P063,TechPro Novel,Books,33.59,134.36
273,Misty Higgins,C0075,Europe,2023-05-01,T00197,2024-02-21 11:11:20,P047,ComfortLiving Cookware Set,Home Decor,159.33,637.32
788,Misty Higgins,C0075,Europe,2023-05-01,T00135,2024-04-29 19:03:50,P097,BookWorld Cookbook,Books,319.34,958.02
327,Misty Higgins,C0075,Europe,2023-05-01,T00544,2024-06-13 07:28:26,P013,BookWorld Smartwatch,Electronics,114.2,342.6
755,Misty Higgins,C0075,Europe,2023-05-01,T00366,2024-08-09 17:24:33,P033,TechPro T-Shirt,Clothing,64.25,192.75
11,Misty Higgins,C0075,Europe,2023-05-01,T00729,2024-10-07 06:38:36,P067,ComfortLiving Bluetooth Speaker,Electronics,300.68,601.36
559,Misty Higgins,C0075,Europe,2023-05-01,T00819,2024-10-08 21:31:59,P096,SoundWave Headphones,Electronics,307.47,614.94
234,Misty Higgins,C0075,Europe,2023-05-01,T00753,2024-12-06 01:59:41,P084,ActiveWear Wall Art,Home Decor,337.91,1351.64
928,Misty Higgins,C0075,Europe,2023-05-01,T00249,2024-12-10 21:53:30,P024,SoundWave Cookbook,Books,338.66,1015.98
334,Emily Roberts,C0076,South America,2024-02-11,T00124,2024-02-07 01:32:26,P058,ActiveWear Textbook,Books,157.62,472.86
260,Emily Roberts,C0076,South America,2024-02-11,T00957,2024-02-21 04:21:27,P051,ComfortLiving Desk Lamp,Home Decor,65.16,195.48
820,Emily Roberts,C0076,South America,2024-02-11,T00836,2024-04-25 14:43:34,P019,ComfortLiving Sweater,Clothing,385.37,385.37
75,Emily Roberts,C0076,South America,2024-02-11,T00089,2024-06-19 23:01:44,P023,ActiveWear Cookware Set,Home Decor,454.53,454.53
64,Emily Roberts,C0076,South America,2024-02-11,T00006,2024-12-01 20:44:37,P053,TechPro Rug,Home Decor,274.94,824.82
406,Scott Sims,C0077,South America,2023-10-18,T00820,2024-03-11 10:55:51,P100,HomeSense Sweater,Clothing,126.34,252.68
791,Scott Sims,C0077,South America,2023-10-18,T00278,2024-09-26 16:10:17,P097,BookWorld Cookbook,Books,319.34,319.34
523,Scott Sims,C0077,South America,2023-10-18,T00081,2024-11-02 19:35:08,P081,HomeSense Sweater,Clothing,66.32,265.28
876,Julia Palmer,C0078,Asia,2024-11-13,T00809,2024-12-09 11:44:44,P075,TechPro Textbook,Books,497.76,995.52
187,Brian Murillo,C0079,North America,2022-02-02,T00741,2024-02-22 15:13:43,P007,SoundWave Cookbook,Books,420.15,840.3
812,Brian Murillo,C0079,North America,2022-02-02,T00192,2024-03-28 04:39:16,P019,ComfortLiving Sweater,Clothing,385.37,1541.48
519,Brian Murillo,C0079,North America,2022-02-02,T00530,2024-05-02 00:31:22,P009,BookWorld Wall Art,Home Decor,325.01,650.02
655,Brian Murillo,C0079,North America,2022-02-02,T00547,2024-07-30 23:32:12,P093,TechPro Vase,Home Decor,304.94,1219.76
452,David Gonzalez,C0080,Asia,2024-02-07,T00857,2024-03-12 15:48:24,P021,SoundWave Rug,Home Decor,335.84,1007.52
225,Kimberly Turner,C0081,Europe,2024-02-24,T00869,2023-12-30 15:29:12,P061,HomeSense Desk Lamp,Home Decor,156.96,313.92
677,Kimberly Turner,C0081,Europe,2024-02-24,T00389,2024-01-20 04:23:56,P006,ActiveWear Rug,Home Decor,121.32,363.96
664,Kimberly Turner,C0081,Europe,2024-02-24,T00388,2024-04-11 01:44:41,P073,ComfortLiving Laptop,Electronics,26.99,26.99
363,Kimberly Turner,C0081,Europe,2024-02-24,T00511,2024-05-26 05:56:36,P030,ActiveWear Cookbook,Books,277.86,833.58
298,Kimberly Turner,C0081,Europe,2024-02-24,T00676,2024-09-04 02:55:21,P092,BookWorld Running Shoes,Clothing,389.2,1556.8
283,Kimberly Turner,C0081,Europe,2024-02-24,T00156,2024-11-08 18:02:09,P068,TechPro Novel,Books,447.23,447.23
778,Aimee Taylor,C0082,South America,2022-05-13,T00541,2024-07-25 15:20:14,P029,TechPro Headphones,Electronics,433.64,867.28
879,Aimee Taylor,C0082,South America,2022-05-13,T00928,2024-09-06 18:39:07,P075,TechPro Textbook,Books,497.76,1991.04
526,Aimee Taylor,C0082,South America,2022-05-13,T00111,2024-09-16 22:57:51,P081,HomeSense Sweater,Clothing,66.32,265.28
192,Aimee Taylor,C0082,South America,2022-05-13,T00323,2024-09-22 07:51:55,P038,TechPro Vase,Home Decor,147.22,588.88
816,Aimee Taylor,C0082,South America,2022-05-13,T00375,2024-10-05 02:02:48,P019,ComfortLiving Sweater,Clothing,385.37,1541.48
511,Aimee Taylor,C0082,South America,2022-05-13,T00577,2024-10-19 00:46:52,P032,BookWorld Cookbook,Books,488.63,977.26
282,Aimee Taylor,C0082,South America,2022-05-13,T00118,2024-11-30 07:11:48,P068,TechPro Novel,Books,447.23,1341.69
316,Christina Stark,C0083,South America,2022-04-07,T00469,2024-04-14 12:03:56,P036,BookWorld Jacket,Clothing,372.55,372.55
143,Christina Stark,C0083,South America,2022-04-07,T00581,2024-11-13 04:56:27,P054,SoundWave Cookbook,Books,57.3,114.6
134,Christina Stark,C0083,South America,2022-04-07,T00768,2024-12-17 13:01:28,P060,HomeSense T-Shirt,Clothing,155.65,155.65
324,Belinda Garner,C0084,Asia,2024-09-17,T00144,2024-01-24 09:21:15,P013,BookWorld Smartwatch,Electronics,114.2,114.2
389,Belinda Garner,C0084,Asia,2024-09-17,T00871,2024-03-12 11:15:01,P027,SoundWave Headphones,Electronics,229.06,916.24
490,Belinda Garner,C0084,Asia,2024-09-17,T00973,2024-07-12 22:15:21,P042,ActiveWear Headphones,Electronics,379.44,1138.32
591,Belinda Garner,C0084,Asia,2024-09-17,T00110,2024-08-13 10:30:05,P065,BookWorld Sweater,Clothing,427.61,855.22
737,Belinda Garner,C0084,Asia,2024-09-17,T00790,2024-08-13 23:52:47,P043,SoundWave Novel,Books,404.4,404.4
333,Belinda Garner,C0084,Asia,2024-09-17,T00038,2024-09-05 08:46:22,P058,ActiveWear Textbook,Books,157.62,315.24
